tx_id,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,card_id,Class
4037,6944.73,-0.213983,-0.216209,0.186825,-0.104997,-0.847218,0.067273,-1.00914,0.84783,-1.749271,0.207813,0.467255,1.170378,-0.634523,1.035987,-2.281126,-0.052632,-0.278879,1.186764,-0.459738,0.186156,-1.167562,-0.207607,-2.448722,0.799439,0.966894,0.138041,-0.526086,0.621789,46.95,CARD042,0
4038,7176.96,-0.47733,0.474915,0.535822,1.265584,-2.174618,2.652619,0.901939,0.753132,0.846583,-1.418823,1.06281,-0.176861,0.115743,0.371977,-0.599568,0.195212,-0.212,0.608443,0.879739,-0.218447,-0.276108,0.175348,0.277136,-1.556458,-1.002973,2.336061,-0.552259,0.528158,31.62,CARD026,0
4039,7244.28,0.992823,1.331325,-0.152757,-0.159438,-0.042887,-0.446094,-0.240631,0.474625,1.030501,-3.674312,-0.297857,-4.415167,1.168323,-1.99669,-1.281931,0.733067,-1.455,0.250381,-0.611297,0.403395,-0.007192,0.314306,-2.76124,0.349872,0.846224,0.143409,0.254013,0.664442,922.1,CARD044,1
4040,7278.22,-0.492272,-2.155617,-1.163796,-0.937727,-0.062889,0.550433,-0.425517,0.884114,-1.061153,-3.133257,0.398569,-0.103633,0.620991,-2.800778,0.764928,-1.113125,-1.643401,1.768885,0.702017,0.992188,0.775034,2.82163,1.744957,-0.849888,-1.330821,1.852,-0.275577,-1.696293,300.0,CARD044,1
4041,7681.69,0.10303,-0.791399,-0.062888,2.080306,-0.475712,1.069119,-0.863169,1.827021,1.095852,2.217627,0.561193,-0.756742,0.800437,1.326578,0.932872,-1.153501,0.890973,0.78243,0.895162,0.356823,0.520467,-1.009809,0.585321,-1.974354,1.525176,0.582129,0.741665,-0.877779,34.19,CARD044,0
4042,7777.4,1.1352,1.331321,0.250842,-0.042169,-0.390357,2.710781,1.190095,0.627375,0.334796,1.078436,-1.881639,0.850882,-0.56131,-2.27375,1.090129,-0.748355,0.434098,-0.724194,-0.390787,1.59002,0.330806,0.391201,-1.542673,0.894057,-0.631772,0.466693,-0.998589,0.365819,46.27,CARD029,0
4043,8054.82,-0.649806,-0.190832,0.437752,0.657215,-0.427822,1.944499,-1.136654,0.546898,-0.269457,-0.280699,-0.164115,2.290369,-0.70458,-1.874588,1.077659,0.293162,0.410259,0.686744,1.865251,-0.776364,-0.351362,0.748765,-0.292648,0.188968,-1.294157,-0.598082,0.765074,-3.294004,82.26,CARD021,0
4044,8054.94,-0.761971,1.001289,0.761997,2.423441,-0.316184,0.197748,1.92047,-0.289507,-0.857642,-3.418953,2.633548,-3.788574,0.20584,-0.050414,0.737725,0.948846,-1.286513,0.630081,-1.632126,0.675619,0.910917,-0.613415,0.60362,0.412751,0.458647,0.569682,-0.653899,0.054017,6.46,CARD052,1
4045,8099.93,0.103387,0.014383,-0.675227,-0.084681,0.09541,1.927638,0.136827,1.879943,-2.227886,-3.565029,1.264894,-1.708448,-0.173853,-2.145529,-1.000526,0.740981,0.435607,0.865041,-0.299377,1.352642,-0.329457,-0.506278,-0.0519,0.204149,-1.304993,0.074768,-0.385869,0.4767,1366.98,CARD052,1
4046,8198.07,-0.480853,0.81993,0.145083,1.837903,-0.900797,0.541327,-0.610488,-1.159041,0.485749,1.332105,-2.889788,-3.467736,0.962796,-3.658442,1.548801,0.201882,-2.458653,0.066052,0.421102,0.060009,0.412057,0.401509,-0.192472,-2.525637,-1.134053,-0.553935,-1.053952,-1.100036,644.81,CARD052,1
4047,8362.35,1.105095,-2.642103,-1.744949,1.499288,2.04427,-0.758525,0.73967,-0.834401,0.020707,1.217323,-0.037965,-2.311229,1.269878,-0.304552,2.822216,-0.995649,-0.351838,-0.959382,-1.886426,0.930289,0.519353,1.64147,-1.227369,0.283334,-0.60696,0.083816,-1.315934,0.122892,62.31,CARD069,0
4048,8715.38,0.423628,0.995162,0.009231,2.07485,-0.076413,3.193423,1.001652,0.496722,-0.499034,-2.824494,-0.155132,0.178218,1.922453,-1.37975,1.905886,-0.251244,0.724057,-2.539846,0.13903,-0.343732,0.682429,0.091225,-1.14224,0.946988,0.694629,0.596768,1.008915,1.100967,21.71,CARD057,0
4049,9042.85,0.412896,-1.691044,-0.612291,-0.209442,-0.645347,-0.615672,2.512157,-0.790994,0.892753,0.050056,-0.120216,1.516706,0.009515,-1.228867,0.154602,-0.709244,1.645894,0.550925,-0.085372,0.438236,0.98251,-0.876945,-0.040821,-0.38996,0.279125,-0.163854,1.34277,-0.90126,50.52,CARD005,0
4050,9194.25,0.42769,0.568349,0.992954,0.288535,0.962942,0.239203,1.003442,-1.357145,-1.065611,1.482672,1.309112,-0.829814,-1.062734,1.048578,-0.238879,0.080829,1.354214,0.567297,0.092398,1.302154,-1.665362,-0.619171,3.024862,0.751392,1.589167,-0.832911,1.989798,-1.272089,55.8,CARD033,0
4051,9230.15,-0.510461,-0.942992,-0.170868,-0.817691,0.653781,0.299731,1.325743,0.031899,0.166883,-2.341136,-0.120505,-3.954852,-0.522924,-2.228171,-1.018985,-0.150647,-3.246411,0.909492,-0.646638,-0.864434,2.582725,-0.515175,0.295779,-2.10267,-0.017684,-1.012314,0.3589,-0.554202,419.48,CARD009,1
4052,9468.64,-1.223825,0.595005,-0.062303,-1.959065,-0.749331,1.212621,0.417914,0.315042,0.988126,-1.804516,-0.416552,-0.445685,-0.089841,0.813408,-0.340657,-1.392256,-0.49652,-0.572481,2.293519,1.114491,1.244369,1.71268,0.270252,1.07774,0.790213,0.490958,-1.033802,1.984139,17.16,CARD007,0
4053,9764.85,1.345603,-1.885869,-0.48218,0.183275,0.406576,-2.121507,0.125994,-1.249535,-0.600888,-1.563506,0.682888,2.912685,0.913451,-0.333804,-1.71998,0.780073,1.091383,-1.096473,0.848465,-1.755698,-1.263754,0.090505,-1.374458,0.673086,1.314067,0.015017,0.425565,1.482547,15.23,CARD040,0
4054,10075.87,4.370122,4.697377,0.716648,-0.527517,1.551232,3.140056,3.861385,0.841562,-1.688681,3.305818,-3.664168,-0.337648,0.271184,1.186082,-1.117106,0.451344,2.029913,0.228145,-1.610577,1.777147,0.486364,-1.904903,-1.354824,4.060922,-0.22178,1.26737,-0.863406,-0.178597,25.69,CARD049,0
4055,10135.71,-1.974228,-0.800534,5.009458,0.769255,-0.229379,-0.647285,2.685058,-0.236709,0.499406,-0.407493,4.589885,-0.327123,-1.12437,2.76178,-1.200943,-0.306458,3.408041,-0.487956,0.733815,2.918451,0.700976,2.07422,-2.091777,1.10624,-2.309912,0.230663,1.874459,-1.28063,300.0,CARD046,0
4056,10271.58,-0.030613,-0.633021,1.149959,3.570547,-0.013737,1.058525,0.043071,0.65475,0.113449,-3.26679,-0.722278,0.060926,1.633184,-0.778288,-0.277149,0.488592,-2.972976,-0.811293,0.427396,1.794411,1.251124,0.392123,-0.029143,0.374857,0.981865,-1.271502,-0.848617,-2.366515,600.66,CARD043,1
4057,10327.87,-1.228589,-1.609388,0.928707,0.491592,0.004003,-0.19618,-0.694327,0.327613,-0.775294,1.251574,1.167185,0.841644,1.419211,-0.61392,-2.245018,-0.604845,-1.363527,-0.084485,-0.260725,-0.726247,0.010875,0.079303,-0.33108,0.422869,0.052615,-1.596993,-0.926136,0.04206,443.32,CARD052,1
4058,10353.11,0.134321,-1.310778,3.224521,-0.273493,0.659411,1.268159,-0.149985,1.448253,-0.426749,-0.787634,2.509196,-1.39678,0.677662,-2.099191,0.999159,-1.185657,-3.433634,-0.170537,-0.043046,0.907814,-0.303878,-0.588475,-0.83443,-1.249191,-0.710297,0.693141,0.042463,0.265956,1104.78,CARD052,1
4059,10434.44,-0.686262,0.695549,-1.762212,2.92542,-0.231189,-1.107338,0.636519,-0.62017,-0.236681,-3.149277,-2.444716,-1.077312,-0.348325,-2.59513,0.601317,1.212065,-2.588433,0.162044,-1.824063,-0.583335,-0.479335,1.970955,-1.427298,-0.541981,0.07862,-0.512029,-0.393028,-0.457512,70.3,CARD052,1
4060,10475.62,1.538655,0.146275,0.250387,0.870656,1.395974,1.025294,-0.673838,0.230496,-0.588789,-0.221751,0.394503,1.198372,-1.057864,0.780313,0.39306,-1.018391,2.916155,-0.098057,1.212545,-0.040079,0.386658,0.90525,0.070234,0.028701,1.271591,1.126427,2.490074,0.325818,7.94,CARD040,0
4061,10537.25,1.028508,-2.081914,0.14188,0.216485,1.62117,0.678306,-0.291568,-0.551894,-0.691682,1.062315,-0.637157,-0.006787,-1.86999,-0.905127,-0.743294,1.660543,0.066407,-0.75063,-0.19191,2.544019,-0.166614,1.073892,-0.899547,-0.345576,-0.637619,-0.597145,1.826754,-0.533856,29.13,CARD035,0
4062,10891.34,0.331676,0.13861,-0.969852,-1.477786,-1.136236,2.385706,-1.491853,-0.401477,-2.030398,-0.727873,0.294895,-0.184941,0.313189,1.787616,0.318842,-0.498297,-0.362591,0.706528,1.795018,-0.468256,-0.296793,0.440129,0.423031,-0.026934,1.257955,0.259814,0.149467,1.412745,12.08,CARD019,0
4063,11002.79,-0.438404,-0.164783,-1.003061,0.668759,-0.353384,0.949107,-2.371545,-1.966128,0.24031,0.305483,1.328238,-0.89724,-0.464688,0.883462,2.019257,-1.222096,-0.555496,-0.335801,0.351902,1.17539,0.670616,-1.254665,1.020863,-0.99529,-0.065228,-1.530451,1.676751,0.569595,12.31,CARD061,0
4064,11036.13,-0.934377,0.797935,-1.44433,0.640218,0.403278,-0.531455,0.12175,0.943372,1.056753,0.580493,-1.214077,0.902111,0.509948,0.049867,-0.710725,-0.085879,0.367513,-1.068097,0.676005,-2.555381,0.862611,0.086119,-0.653154,0.838005,-0.637925,0.226172,-0.191039,-0.825695,36.12,CARD016,0
4065,11067.86,0.824297,-2.053093,-1.490946,1.032618,-1.117129,-0.950883,-0.297074,-0.662523,0.064678,-0.146504,-3.253775,1.090633,0.388524,0.033882,-1.391462,1.354669,-0.180144,1.727894,2.299379,1.48378,2.036781,-0.423086,-2.836717,-0.055916,1.39536,0.640133,-1.392304,1.096591,13.74,CARD040,0
4066,11172.37,0.252484,1.412327,-0.419111,-1.119909,0.400751,0.314611,-0.290396,0.621239,1.015155,0.173887,2.500232,-0.403326,-0.178101,-1.512413,1.655131,1.002688,0.886374,-0.833574,2.098046,2.417459,0.017575,-1.732028,0.537841,-0.969176,-0.23287,1.354775,-0.338424,0.78977,21.99,CARD049,0
4067,11214.6,1.322682,0.193867,-1.033345,-0.101636,-0.975336,-1.435504,-1.618828,0.965591,-0.296484,-1.074198,-0.614857,-0.026651,-0.167803,-0.304573,-0.574553,0.785524,-0.386489,1.81811,-0.88907,-2.79805,-0.889792,0.552189,0.311036,0.682558,0.788841,1.781865,-0.522191,1.15627,38.9,CARD035,0
4068,11217.21,0.265395,-0.334798,-0.470151,-0.567819,-0.971719,-0.191739,0.424521,0.338129,-0.089428,-0.163428,4.779578,-3.867245,-0.137367,-4.667997,0.427319,-0.481757,-4.184792,-1.03936,-0.209112,-0.024381,0.544848,0.273665,-0.29769,0.0785,1.09212,-0.273992,1.698553,-0.790099,2.22,CARD022,1
4069,11243.18,2.243828,1.587699,1.367532,-0.94295,-0.556768,-0.849498,0.675649,1.275348,-0.337196,0.07576,0.257321,-1.423823,0.180515,0.806279,0.058199,-0.488713,0.23222,0.306074,-1.640194,0.20186,1.889651,0.016195,0.090627,-0.511312,0.463294,0.387507,0.542591,-0.043361,18.98,CARD065,0
4070,11317.41,-1.050617,-0.80901,1.198819,2.101542,0.332176,-0.717318,-0.427732,1.064812,-0.911068,1.452947,1.416578,0.070208,0.64613,0.749746,1.55421,-1.051452,1.181205,-0.375228,-0.767761,0.102672,-0.214344,-0.987493,-1.59733,-0.942095,1.452357,1.96257,0.650116,1.185925,9.7,CARD066,0
4071,11559.23,0.663043,-1.772859,-0.075007,1.252991,-1.544044,-0.33116,1.783545,0.426327,0.804729,-0.91069,1.570874,0.585751,1.388124,-0.896358,-0.487841,-0.862665,0.407048,-0.886984,0.1214,1.515972,0.860039,-0.56597,0.544007,-0.893742,0.826993,-1.094795,0.754266,1.020393,91.02,CARD037,0
4072,11623.07,0.867295,-0.120083,0.722209,0.625559,1.336621,-0.53061,0.220532,-0.23801,0.028497,-0.30656,1.024787,-1.861844,1.016817,-1.108177,0.556686,0.422839,0.505348,0.132449,-1.087846,1.416771,2.092853,0.420133,0.38855,-0.727538,-0.802183,-0.538537,-2.592061,0.280965,35.99,CARD017,0
4073,11944.65,0.847236,-1.594702,1.938382,-0.889529,-0.301304,0.604357,-0.862525,2.470213,-0.347877,-1.585027,-1.608886,1.017965,-0.624968,1.183135,0.735368,0.130173,-0.34776,1.073741,-1.329472,0.47682,0.113076,-0.346435,0.155393,-1.596561,-0.251453,0.947738,0.732139,0.075054,30.88,CARD044,0
4074,12070.1,1.277659,-0.457282,0.797746,-0.373781,0.029463,1.346421,1.204206,0.114092,-1.579161,-1.050896,0.99908,0.827475,0.030806,0.123062,-2.594364,0.495237,-0.656462,0.734023,0.439155,-0.102333,-1.669906,-0.858805,-0.412641,0.152672,-0.358708,-0.84346,0.316342,1.247592,101.25,CARD032,0
4075,12215.38,1.714597,0.051387,-1.204088,0.135062,-0.306112,0.794508,-1.240503,-0.198489,0.239392,-0.464435,0.989966,-1.103392,-1.197992,-0.352736,0.775791,-0.307178,-0.583214,0.752836,0.19719,-0.52089,0.101064,-0.245668,0.56566,0.119709,-0.781289,-0.474342,-0.413933,0.337743,140.88,CARD007,0
4076,12285.3,0.613758,0.790614,1.768849,-2.041944,-0.923964,-0.32605,0.29289,1.060481,-1.940014,0.143933,-2.008232,1.438287,0.195762,-0.459574,-0.894153,-0.572855,-0.004894,-0.028406,-0.872798,-0.330151,1.219891,1.137706,-0.476406,-0.961273,-0.703649,1.682687,1.553595,-0.919637,21.79,CARD026,0
4077,12368.11,-0.240263,-1.226178,-1.504393,0.602565,-0.540713,-0.789171,2.119189,0.875483,-2.192834,-4.489081,-0.93827,0.457869,0.809361,-3.597387,-0.15743,1.78326,-2.493528,-0.326438,1.363626,0.430128,0.760803,0.80379,0.063705,-0.919932,1.024111,0.990581,0.742013,-1.032888,911.68,CARD022,1
4078,12376.25,-0.400683,-1.302215,-1.027903,-0.083684,-0.6635,0.161392,-0.048655,1.153779,0.413104,0.689919,-0.859698,-1.155175,1.489455,0.247611,-0.670332,-2.149299,1.473528,-0.769629,0.274153,0.272242,0.34218,0.750034,-1.023468,-0.199354,-1.811943,-0.068084,-0.676316,-0.099489,15.57,CARD001,0
4079,12412.05,0.739015,0.461687,-0.668734,0.092576,-1.019187,1.831188,0.747906,-0.145681,0.628556,0.931707,0.060512,0.190088,-0.207317,1.258148,-0.129291,1.356104,-0.824362,1.404683,0.780324,-0.856982,-0.516838,0.01094,1.179331,-1.042187,0.571068,1.578464,-1.650542,-0.801037,94.47,CARD035,0
